article_count_financial,article_count_geopolitical,article_count_technology,sentiment_score_financial,sentiment_score_geopolitical,sentiment_score_technology,article_zscore_financial,article_zscore_geopolitical,article_zscore_technology,sentiment_velocity_financial,sentiment_velocity_geopolitical,sentiment_velocity_technology,sentiment_3d_financial,sentiment_3d_geopolitical,sentiment_3d_technology,market_regime_flag,weighted_sentiment_financial,weighted_sentiment_geopolitical,weighted_sentiment_technology,z_lag1_sentiment_score_financial,z_lag1_sentiment_score_geopolitical,z_lag1_sentiment_score_technology,sentiment_interaction_geo_fin
-8.09472893238803e-06,9.728489326056802e-05,-9.93434337775952e-05,0.00021764995807063402,4.3997766759507353e-05,0.00018000380614594124,6.657197605509375e-06,0.0001936432493182183,-4.429869683632011e-06,-0.00032737745128996667,5.951651353919654e-05,0.00013246452682143714,-0.00015660543731978256,0.0005108121831156416,-1.5873137797411457e-05,0.00034129651936486914,0.0002348291959865295,0.0002819380659865536,0.00020918954389481908,-0.0003114166232520481,0.00022992567674833027,-8.202761576586842e-05,0.00021501019321813042
-8.262495335131822e-06,9.390474496052658e-05,-4.730639703695014e-06,0.00020036823698305363,3.700948956558849e-05,-0.0001230897796523666,8.526124253985343e-06,0.00016776676893083168,0.00010588476716836638,3.530871591294962e-05,-3.568024091853586e-06,-0.00010390858306516171,0.0003610606962380756,0.00022597563974456185,-7.052709763949416e-05,0.00034129651936486914,0.00017436600438245272,0.00022457316513769572,-0.00014207094580634416,0.0005831911290904885,4.6523767810938034e-05,7.224723729342727e-05,0.00018914648716842987
-9.604626557082169e-06,8.038415176036077e-05,4.730639703695005e-06,-6.09461056503429e-06,2.698305755880262e-05,0.00020296570022924313,2.1411006602474808e-05,7.739011243176472e-05,7.972878263821806e-05,0.0002150955912574544,-1.880611359709492e-06,0.00012257141140114224,0.0005215997258736898,6.873894347323386e-05,8.609603323252361e-05,0.00034129651936486914,1.9988870666799365e-05,4.888755194572658e-05,0.000320059663256733,0.0005407590584485034,3.58938026811998e-05,-6.001497065586987e-05,-4.4050529044437095e-06
-9.352976952966478e-06,8.62994112854333e-05,4.257575733325507e-05,-0.00013131705036305654,0.00012356650281335928,-3.27851423959195e-05,1.8042517473399703e-05,0.00012421195884081457,0.00011255126455920599,0.00013788937447267984,-6.109249335506698e-05,-7.966665864186602e-05,0.0001231755566693428,0.00015967239602552775,-2.423699606981484e-06,0.00034129651936486914,0.00010697082400976022,0.000139933284909816,-8.036403812870026e-06,3.3827712449538926e-05,2.0642458229584353e-05,8.226721446370088e-05,-0.00015219088322813943
-5.829882495346819e-06,3.052696433474936e-05,-0.00031695286014756565,-0.0002341669198453082,-6.910184542514638e-05,0.0001861442481912775,-1.4679772499096857e-05,-0.00011328154131694305,-0.0005615521178728474,0.00011662776880538675,9.956000436117546e-05,8.400834672524437e-05,-0.00037294386054002946,3.840529384220173e-05,0.00012621697330944325,0.00034129651936486914,-0.0004473989204606642,-5.767574212612987e-05,-0.00033297865543967264,-0.0002736328341328219,0.00016755687313850157,-2.0608360713467284e-05,-0.00011403153194015504
-9.352976952966478e-06,6.517348441017423e-05,9.93434337775952e-05,-0.00016737275184505393,-5.5507448875405184e-05,0.0003261560057785619,2.091486155550491e-05,6.259655118143598e-05,0.00019987216290180625,-4.459217945500576e-05,-1.4999787078231822e-05,5.559971344562806e-05,-0.0005570790592762248,-5.5867242393298784e-05,0.00017746386846244727,-0.00015513478152948598,0.0001608408769050226,7.565182127581397e-05,0.0007009608069437983,-0.0005261616711203681,-0.00012551361713366175,7.49267675136455e-05,-9.69666517827308e-05
-7.759196126900443e-06,7.700400346031932e-05,-4.257575733325509e-05,0.0001333731516424983,0.00014409532704346938,-0.0001619678589352396,4.123656803951418e-06,0.000124334343137309,-7.64343127236476e-05,-0.0002669264698339456,-0.00011831016030334506,-0.0001705154634228278,-0.00025487578136769743,-3.2406308405109225e-05,0.00012372414356647812,-0.00015513478152948598,0.00023159033580789836,0.00014090088231121764,-1.774422790073814e-05,-0.0003621609422174916,-0.00010483499244926423,0.0001360242801798452,0.0002316325244490881
-7.255896918669062e-06,7.446889223528824e-05,-3.3114477925865064e-05,-1.4064331730307313e-05,8.806751381636072e-05,-0.00036906899885096137,-5.249759359183588e-07,0.00011069047854676402,-6.227423360506584e-05,0.00015900127577424063,2.3668882049461575e-05,-6.93533881229259e-05,-3.579272843714337e-06,0.00014721138040157573,-0.0001072433415116515,-0.00015513478152948598,0.00011988492083075383,0.00010416627136857211,-0.00014477052172609265,0.00037626501416727746,0.00019878355171251257,-7.698035972287045e-05,1.4921900061772987e-06
-7.088130515925269e-06,-2.4294815906547964e-06,-0.0003074915807401756,-5.2774405961633436e-05,1.3487674630750052e-05,0.0001366449406881219,-1.3542365084336474e-06,-0.00015998866262197377,-0.0005818523316267234,5.567299181917684e-05,3.397280885294878e-05,0.00018724455353650712,0.00012726046170806956,0.00022606100276381135,-0.00018607952622373328,-0.00015513478152948598,6.682134382471383e-05,-0.0003563346644799575,-0.00023321390005644907,1.4259535775005279e-05,0.0001135588698098091,-0.00016735394503621104,-4.529532875880945e-05
-7.423663321412855e-06,1.9541482359614638e-05,6.14983161480351e-05,0.00016134310926975315,-4.1417984217220805e-05,-9.745478631984323e-05,3.179350796735107e-06,-4.6759245845856264e-05,0.00014024685501515363,-0.00018459982588113082,2.3045629548052165e-05,-7.907229289256303e-05,0.00015919444647166737,1.4051025931632399e-05,-0.00015924223043509866,-0.00015513478152948598,0.00027774401758146316,-5.613225730335146e-05,-0.0001253276287321017,-8.078589378701533e-05,1.1444453509364809e-07,5.3326548937310576e-05,6.5142064024018e-05
-7.172013717297166e-06,-2.6090519690944957e-05,0.00022234006607366544,0.00019692057088540026,-7.624645991646833e-05,5.05956625067301e-06,7.721802633705648e-07,-0.00013076523508384407,0.00036530802259242517,-1.4925614906839931e-05,1.1894619623454347e-05,4.210146232525055e-05,0.0004000810704440203,-0.00017373173492560452,-3.605573280843333e-06,-0.00015513478152948598,0.00037599196065975156,-5.160003847639918e-05,3.7680649022331956e-05,0.0004449400733166764,-8.340331281533269e-05,-4.882852205454161e-05,3.811553734441141e-05
-7.926962529644235e-06,-2.4400445540924233e-05,0.00010880471318498521,-1.8545943929544882e-06,-0.00014112296417659285,0.0002118589505535966,1.039376271802369e-05,-8.58272742231122e-05,0.00013464200432170652,0.0002077896596363886,2.8583507811349578e-05,7.964180800493396e-05,0.0004582174648021931,-0.0003504252440263659,2.7683288780383242e-05,-0.00015513478152948598,7.667313558830072e-05,0.0001321343351600643,0.00039412956197159465,0.0005322939518387958,-0.0001363813890895686,-4.093907886586885e-06,-4.6735439761783025e-05
2.89816460739903e-05,-2.947066799098641e-05,7.095959555542514e-05,-0.00015687882972839368,1.677770620054432e-05,0.00010192311795888399,-5.093725677664947e-05,-7.052901905156664e-05,5.3947502396171916e-05,0.00016621128902923843,-9.51485151000383e-05,-3.43759885449783e-05,9.489569339174553e-05,-0.0002839175260984317,0.00011062405681271078,-0.00015513478152948598,-0.0006133115618645339,-0.0002081849390042994,0.00017022368701444915,4.423828815696334e-05,-0.00023506593735341712,8.61479990756442e-05,-0.00013065465265772088
6.035396338707966e-05,-0.00037171068337018333,4.730639703695005e-06,-0.0001462990696870039,-1.0527471331449284e-05,0.00021446657452834302,-4.528618202441894e-05,-0.0002911006379083114,-7.373954988088217e-05,8.830764711548366e-06,7.716126459980288e-06,4.571172186799957e-05,-0.0002969665653456987,-0.00020881196546421489,0.0001977369099683001,-0.00015513478152948598,-0.0004892709568033983,-0.0004727002023107283,0.00016002121627936152,-0.00033639505684594627,5.118957076909267e-06,3.817484281955367e-05,-0.00010898598596813483
1.690246507643718e-05,-8.524311494167035e-05,8.988215437020517e-05,-0.0001700780613848815,-5.0030432223049696e-05,-0.000376262738790027,-3.6131294099190977e-06,1.6287368182583246e-05,8.048050597395528e-05,4.148334867440991e-05,1.449086185455772e-05,-0.00020745119566787545,-0.0004890314123287027,-0.00010470878570954743,-4.6920414458369674e-05,-0.00015513478152948598,-0.0001317512126986703,2.4641187364858722e-05,-0.00046629137739032903,-0.0003104184123221482,-3.641532626247797e-05,8.72858987890053e-05,-0.00010145244948773682
-1.1114524181776309e-05,-8.524311494167035e-05,9.93434337775952e-05,0.00017124559865228792,-5.0030432223049696e-05,-0.000404593605380285,2.237489508148145e-05,2.133078548188591e-05,8.762054782578932e-05,-0.00030548923872658466,-7.4493628119312095e-06,-4.999973769944721e-06,-0.00011440372657695435,-0.00018105905827561363,-0.00025763025317870284,-0.00015513478152948598,-0.0001639688344161792,2.9801278240547073e-05,-0.0005218314675184903,-0.00036880332956540997,-9.65038266391562e-05,-0.00017049310723671703,6.01789802793989e-05
